G_ID,GDAY_DS,T_ID,VS_T_ID,TB_SC,P_ID,AB,RBI,RUN,HIT,H2,H3,HR,BB,KK
20200721LGKT0,20200721,LG,KT,T,50165,5,2,1,1,0,0,1,0,2
20200721LGKT0,20200721,LG,KT,T,76290,4,0,2,2,1,0,0,1,0
20200721LGKT0,20200721,LG,KT,T,79109,5,3,1,3,2,0,0,0,0
20200721LGKT0,20200721,LG,KT,T,66108,3,1,1,0,0,0,0,2,0
20200721LGKT0,20200721,LG,KT,T,68106,1,0,0,0,0,0,0,0,1
20200721LTSK0,20200721,LT,SK,T,78513,4,0,1,1,0,0,0,1,0
20200721LTSK0,20200721,LT,SK,T,61204,0,0,0,0,0,0,0,0,0
20200721LTSK0,20200721,LT,SK,T,71564,5,1,2,3,0,0,0,0,1
20200721LTSK0,20200721,LT,SK,T,60523,3,1,2,2,1,0,0,1,1
20200721LTSK0,20200721,LT,SK,T,62558,3,0,0,0,0,0,0,0,0
20200721LTSK0,20200721,LT,SK,T,79608,4,2,0,1,0,0,0,0,0
20200721LTSK0,20200721,LT,SK,T,68525,3,0,1,1,0,0,0,2,2
20200721LTSK0,20200721,LT,SK,T,76249,1,0,0,0,0,0,0,0,0
20200721LTSK0,20200721,LT,SK,T,50506,3,3,1,2,0,0,1,1,0
20200721LTSK0,20200721,LT,SK,T,77532,5,0,0,0,0,0,0,0,0
20200721LTSK0,20200721,LT,SK,T,68518,0,0,0,0,0,0,0,0,0
20200721LTSK0,20200721,LT,SK,T,65506,4,0,0,0,0,0,0,0,0
20200721NCSS0,20200721,NC,SS,B,63963,5,0,1,2,1,0,0,0,0
20200721NCSS0,20200721,NC,SS,B,62947,4,1,3,2,1,0,1,1,0
20200721NCSS0,20200721,NC,SS,B,78122,2,0,0,0,0,0,0,0,0
20200721NCSS0,20200721,NC,SS,B,74465,3,2,1,2,0,0,1,2,0
20200721NCSS0,20200721,NC,SS,B,62925,5,2,0,2,0,0,0,0,0
20200721NCSS0,20200721,NC,SS,B,78813,4,0,0,1,1,0,0,0,0
20200721NCSS0,20200721,NC,SS,B,60566,0,0,0,0,0,0,0,0,0
20200721NCSS0,20200721,NC,SS,B,50923,4,1,1,1,0,0,1,0,1
20200721NCSS0,20200721,NC,SS,B,66917,3,0,0,1,0,0,0,0,1
20200721NCSS0,20200721,NC,SS,B,62907,5,0,0,2,0,0,0,0,3
20200721NCSS0,20200721,NC,SS,B,76232,2,0,0,0,0,0,0,0,1
20200721NCSS0,20200721,NC,SS,B,76849,1,0,0,0,0,0,0,0,1
20200721NCSS0,20200721,NC,SS,B,73306,0,0,0,0,0,0,0,0,0
20200721OBWO0,20200721,OB,WO,B,69209,4,0,0,0,0,0,0,0,0
20200721OBWO0,20200721,OB,WO,B,75334,4,0,0,1,0,0,0,0,1
20200721OBWO0,20200721,OB,WO,B,78224,4,2,1,1,0,0,1,0,1
20200721OBWO0,20200721,OB,WO,B,50202,0,0,0,0,0,0,0,0,0
20200721OBWO0,20200721,OB,WO,B,76267,3,0,1,0,0,0,0,1,1
20200721OBWO0,20200721,OB,WO,B,67207,0,0,0,0,0,0,0,0,0
20200721OBWO0,20200721,OB,WO,B,79240,3,1,1,1,1,0,0,0,0
20200721OBWO0,20200721,OB,WO,B,62244,3,1,0,1,1,0,0,0,0
20200721OBWO0,20200721,OB,WO,B,77248,3,0,1,1,0,0,0,0,2
20200721OBWO0,20200721,OB,WO,B,79231,3,1,1,1,0,1,0,0,0
20200721OBWO0,20200721,OB,WO,B,79215,4,1,1,1,0,0,0,0,1
20200721SKLT0,20200721,SK,LT,B,62895,4,2,1,2,0,0,1,0,1
20200721SKLT0,20200721,SK,LT,B,71837,2,0,0,0,0,0,0,0,0
20200721SKLT0,20200721,SK,LT,B,50854,4,0,0,0,0,0,0,0,1
20200721SKLT0,20200721,SK,LT,B,68868,4,0,1,2,0,0,0,1,0
20200721SKLT0,20200721,SK,LT,B,75847,3,1,1,1,1,0,0,1,0
20200721SKLT0,20200721,SK,LT,B,67872,5,2,2,3,0,0,1,0,1
20200721SKLT0,20200721,SK,LT,B,77463,3,2,1,2,0,0,0,1,1
20200721SKLT0,20200721,SK,LT,B,63450,0,0,0,0,0,0,0,0,0
20200721SKLT0,20200721,SK,LT,B,61353,2,0,0,1,0,0,0,0,0
20200721SKLT0,20200721,SK,LT,B,65869,4,1,1,1,0,0,1,0,2
20200721SKLT0,20200721,SK,LT,B,76802,3,0,1,1,0,0,0,1,0
20200721SSNC0,20200721,SS,NC,T,79402,5,3,2,2,0,0,1,0,0
20200721SSNC0,20200721,SS,NC,T,62404,4,0,1,1,0,0,0,1,0
20200721SSNC0,20200721,SS,NC,T,74540,3,0,1,1,0,0,0,1,0
20200721SSNC0,20200721,SS,NC,T,66838,5,0,0,1,0,0,0,0,2
20200721SSNC0,20200721,SS,NC,T,50458,0,0,0,0,0,0,0,0,0
20200721SSNC0,20200721,SS,NC,T,62415,4,0,1,2,0,0,0,0,0
20200721SSNC0,20200721,SS,NC,T,66409,3,2,0,1,0,0,0,0,1
20200721SSNC0,20200721,SS,NC,T,61197,4,0,0,1,0,0,0,1,1
20200721SSNC0,20200721,SS,NC,T,75566,1,0,0,0,0,0,0,1,0
20200721SSNC0,20200721,SS,NC,T,69418,2,0,0,0,0,0,0,0,1
20200721SSNC0,20200721,SS,NC,T,64266,2,0,0,0,0,0,0,0,1
20200721SSNC0,20200721,SS,NC,T,62409,0,0,0,0,0,0,0,0,0
20200721SSNC0,20200721,SS,NC,T,69453,3,0,0,0,0,0,0,0,1
20200721WOOB0,20200721,WO,OB,T,67304,4,1,0,1,1,0,0,0,0
20200721WOOB0,20200721,WO,OB,T,69306,1,0,0,0,0,0,0,0,0
20200721WOOB0,20200721,WO,OB,T,64657,2,0,0,1,0,0,0,0,1
20200721WOOB0,20200721,WO,OB,T,65362,2,0,0,0,0,0,0,0,0
20200721WOOB0,20200721,WO,OB,T,65586,2,0,0,0,0,0,0,0,2
20200721WOOB0,20200721,WO,OB,T,66354,1,0,0,0,0,0,0,0,1
20200721WOOB0,20200721,WO,OB,T,50357,1,0,0,0,0,0,0,0,0
20200721WOOB0,20200721,WO,OB,T,65399,3,0,0,0,0,0,0,1,1
20200721WOOB0,20200721,WO,OB,T,75125,4,0,1,1,0,0,0,0,2
20200721WOOB0,20200721,WO,OB,T,67341,4,0,0,0,0,0,0,0,1
20200721WOOB0,20200721,WO,OB,T,64300,4,0,0,2,0,0,0,0,0
20200721WOOB0,20200721,WO,OB,T,79456,3,0,0,1,0,0,0,0,1
20200721WOOB0,20200721,WO,OB,T,78168,4,0,0,3,0,0,0,0,0
20200722HHHT0,20200722,HH,HT,B,78756,1,0,0,0,0,0,0,0,0
20200722HHHT0,20200722,HH,HT,B,50709,2,0,0,0,0,0,0,0,2
20200722HHHT0,20200722,HH,HT,B,69766,4,0,1,2,1,0,0,0,2
20200722HHHT0,20200722,HH,HT,B,62700,4,0,0,0,0,0,0,0,0
20200722HHHT0,20200722,HH,HT,B,No_Code,1,0,0,0,0,0,0,0,1
20200722HHHT0,20200722,HH,HT,B,60343,3,0,0,0,0,0,0,0,2
20200722HHHT0,20200722,HH,HT,B,68743,3,0,0,0,0,0,0,0,2
20200722HHHT0,20200722,HH,HT,B,61700,1,0,0,1,0,0,0,0,0
20200722HHHT0,20200722,HH,HT,B,71752,1,1,0,0,0,0,0,2,0
20200722HHHT0,20200722,HH,HT,B,50730,4,0,0,0,0,0,0,0,3
20200722HHHT0,20200722,HH,HT,B,74729,3,0,0,0,0,0,0,1,2
20200722HHHT0,20200722,HH,HT,B,74163,2,0,0,1,0,0,0,2,0
20200722HTHH0,20200722,HT,HH,T,65464,1,0,0,0,0,0,0,0,1
20200722HTHH0,20200722,HT,HH,T,69636,1,0,0,0,0,0,0,0,1
20200722HTHH0,20200722,HT,HH,T,66614,1,0,0,0,0,0,0,0,0
20200722HTHH0,20200722,HT,HH,T,64646,2,2,0,2,0,0,0,1,0
20200722HTHH0,20200722,HT,HH,T,73209,4,0,0,1,0,0,0,0,2
20200722HTHH0,20200722,HT,HH,T,62265,2,0,1,1,0,0,0,1,1
20200722HTHH0,20200722,HT,HH,T,72443,4,0,0,0,0,0,0,0,2
20200722HTHH0,20200722,HT,HH,T,62864,3,0,0,0,0,0,0,0,2
20200722HTHH0,20200722,HT,HH,T,78629,3,0,1,1,0,0,0,1,0
20200722HTHH0,20200722,HT,HH,T,69652,3,0,0,0,0,0,0,1,0
20200722HTHH0,20200722,HT,HH,T,64560,5,0,0,0,0,0,0,0,1
20200722HTHH0,20200722,HT,HH,T,63722,1,0,0,0,0,0,0,0,0
20200724HHSK0,20200724,HH,SK,B,78288,2,0,0,0,0,0,0,2,1
20200724HHSK0,20200724,HH,SK,B,50704,1,0,0,0,0,0,0,0,1
20200724HHSK0,20200724,HH,SK,B,74729,0,0,1,0,0,0,0,1,0
20200724HHSK0,20200724,HH,SK,B,No_Code,2,0,0,1,0,0,0,0,1
20200724HHSK0,20200724,HH,SK,B,61700,0,0,0,0,0,0,0,1,0
20200724HHSK0,20200724,HH,SK,B,62700,4,2,0,1,0,0,0,0,1
20200724HHSK0,20200724,HH,SK,B,71752,4,0,0,2,0,0,0,0,2
20200724HHSK0,20200724,HH,SK,B,50730,3,0,1,0,0,0,0,1,0
20200724HHSK0,20200724,HH,SK,B,68743,3,1,1,1,0,0,0,1,1
20200724HHSK0,20200724,HH,SK,B,66702,2,0,0,0,0,0,0,0,2
20200724HHSK0,20200724,HH,SK,B,78756,3,0,0,0,0,0,0,0,1
20200724HHSK0,20200724,HH,SK,B,69766,2,0,0,0,0,0,0,0,0
20200724HHSK0,20200724,HH,SK,B,74163,3,0,1,0,0,0,0,1,1
20200724KTNC0,20200724,KT,NC,B,76313,5,0,0,0,0,0,0,0,1
20200724KTNC0,20200724,KT,NC,B,50054,1,0,0,0,0,0,0,0,0
20200724KTNC0,20200724,KT,NC,B,62802,0,0,0,0,0,0,0,1,0
20200724KTNC0,20200724,KT,NC,B,74339,1,0,0,0,0,0,0,0,0
20200724KTNC0,20200724,KT,NC,B,64006,2,0,0,0,0,0,0,0,0
