GDAY_DS,T_ID,VS_T_ID,TB_SC,P_ID,START_CK,RELIEF_CK,INN2,BF,PA,AB,HIT,HR,KK,BB,R,ER,ERA
200728,OB,WO,B,62951,0,1,4.0,15.0,8.0,5.0,2.0,0.0,0.0,2.0,3.0,3.0,20.25
200728,OB,WO,B,65241,0,1,2.0,18.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
200728,WO,OB,T,69343,1,0,15.0,84.0,25.0,24.0,9.0,1.0,0.0,1.0,2.0,2.0,3.6
200728,WO,OB,T,62360,0,1,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200728,WO,OB,T,64051,0,1,3.0,15.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200728,WO,OB,T,68341,0,1,3.0,17.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
200728,WO,OB,T,76430,0,1,3.0,9.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200728,LG,SK,T,69134,0,1,3.0,18.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,18.0
200728,LG,SK,T,62146,0,1,3.0,11.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
200728,LT,NC,B,79293,0,1,1.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200728,SK,LG,B,62056,0,1,2.0,7.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,13.5
200728,SK,LG,B,50835,1,0,12.0,85.0,23.0,18.0,7.0,0.0,2.0,5.0,6.0,6.0,13.5
200728,SK,LG,B,75138,0,1,2.0,28.0,6.0,5.0,3.0,2.0,2.0,1.0,4.0,4.0,54.0
200728,LG,SK,T,68135,1,0,15.0,94.0,23.0,20.0,5.0,0.0,6.0,3.0,3.0,3.0,5.4
200728,SK,LG,B,60768,0,1,2.0,38.0,8.0,7.0,5.0,1.0,0.0,1.0,6.0,6.0,81.0
200728,SK,LG,B,65411,0,1,5.0,39.0,12.0,10.0,5.0,1.0,1.0,2.0,6.0,6.0,32.4
200728,SK,LG,B,64768,0,1,4.0,24.0,6.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,6.75
200729,SS,HH,B,61365,0,1,6.0,49.0,13.0,11.0,6.0,0.0,2.0,1.0,4.0,0.0,0.0
200729,SS,HH,B,60146,0,1,6.0,26.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200729,SS,HH,B,62920,0,1,3.0,15.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200729,SS,HH,B,68403,0,1,3.0,14.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200729,SS,HH,B,75421,0,1,3.0,11.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,9.0
200729,SK,LG,B,67863,0,1,4.0,22.0,8.0,7.0,4.0,0.0,1.0,1.0,1.0,1.0,6.75
200729,HH,SS,T,65769,1,0,6.0,72.0,15.0,10.0,4.0,2.0,2.0,5.0,7.0,7.0,31.5
200729,SS,HH,B,69446,1,0,6.0,66.0,17.0,16.0,9.0,1.0,3.0,1.0,7.0,4.0,18.0
200729,HH,SS,T,50705,0,1,4.0,26.0,6.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
200729,HH,SS,T,63765,0,1,3.0,13.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200729,HH,SS,T,74857,0,1,3.0,17.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200729,SK,LG,B,69839,1,0,9.0,85.0,16.0,12.0,4.0,2.0,3.0,4.0,4.0,4.0,12.0
200729,HH,SS,T,68701,0,1,6.0,33.0,7.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
200729,HH,SS,T,73738,0,1,5.0,34.0,8.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
200729,SK,LG,B,64768,0,1,11.0,48.0,15.0,13.0,3.0,0.0,2.0,2.0,2.0,2.0,4.91
200729,LG,SK,T,62146,0,1,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200729,SK,LG,B,76350,0,1,3.0,24.0,6.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,36.0
200729,LG,SK,T,69159,0,1,7.0,20.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
200729,LG,SK,T,76650,0,1,0.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200729,LG,SK,T,79140,0,1,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200729,LG,SK,T,78148,1,0,15.0,96.0,27.0,24.0,10.0,3.0,3.0,3.0,5.0,5.0,9.0
200729,LG,SK,T,67119,0,1,3.0,9.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0
200730,HH,SS,T,62611,0,1,2.0,15.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200730,SS,HH,B,68419,1,0,18.0,87.0,23.0,20.0,1.0,0.0,7.0,3.0,1.0,0.0,0.0
200730,SS,HH,B,67421,0,1,3.0,20.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
200730,SS,HH,B,73117,0,1,3.0,18.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200730,SS,HH,B,75421,0,1,6.0,47.0,9.0,8.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
200730,SS,HH,B,68403,0,1,3.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200730,HH,SS,T,65764,1,0,15.0,104.0,21.0,18.0,3.0,0.0,6.0,3.0,1.0,1.0,1.8
200730,HH,SS,T,61156,0,1,3.0,15.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200730,HT,KT,B,65643,0,1,3.0,14.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200730,HT,KT,B,78247,0,1,3.0,15.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200730,HT,KT,B,77637,1,0,18.0,92.0,26.0,22.0,8.0,0.0,5.0,3.0,3.0,3.0,4.5
200730,HH,SS,T,63961,0,1,2.0,14.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
200730,HH,SS,T,63464,0,1,4.0,20.0,6.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
200730,HH,SS,T,50705,0,1,3.0,13.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
200730,HH,SS,T,63765,0,1,3.0,15.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200730,KT,HT,T,75342,0,1,3.0,17.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200730,HT,KT,B,63628,0,1,3.0,21.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,9.0
200730,SK,LG,B,60841,1,0,17.0,107.0,24.0,22.0,5.0,1.0,3.0,2.0,3.0,3.0,4.76
200730,SK,LG,B,63894,0,1,3.0,27.0,7.0,6.0,3.0,0.0,1.0,1.0,4.0,4.0,36.0
200730,SK,LG,B,76858,0,1,1.0,12.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,27.0
200730,SK,LG,B,66801,0,1,3.0,21.0,5.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,9.0
200730,SK,LG,B,67863,0,1,3.0,20.0,5.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
200730,LG,SK,T,61101,1,0,17.0,103.0,23.0,19.0,3.0,0.0,6.0,4.0,1.0,1.0,1.59
200730,LG,SK,T,76650,0,1,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200730,LG,SK,T,69134,0,1,5.0,12.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200730,LG,SK,T,79617,0,1,3.0,16.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200730,KT,HT,T,50040,1,0,21.0,107.0,29.0,26.0,8.0,0.0,8.0,2.0,1.0,1.0,1.29
200730,OB,WO,B,79229,1,0,13.0,88.0,21.0,20.0,9.0,1.0,1.0,1.0,6.0,6.0,12.46
200730,OB,WO,B,67266,0,1,6.0,18.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200730,OB,WO,B,76329,0,1,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,27.0
200730,OB,WO,B,65241,0,1,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200730,WO,OB,T,65320,1,0,15.0,67.0,23.0,22.0,7.0,2.0,3.0,1.0,5.0,5.0,9.0
200730,WO,OB,T,61268,0,1,3.0,18.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200730,WO,OB,T,64051,0,1,3.0,22.0,5.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
200730,WO,OB,T,68341,0,1,0.0,7.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200730,WO,OB,T,62360,0,1,3.0,11.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200730,WO,OB,T,63342,0,1,3.0,16.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200730,OB,WO,B,77263,0,1,5.0,26.0,8.0,5.0,2.0,0.0,0.0,3.0,1.0,1.0,5.4
200730,KT,HT,T,64047,0,1,3.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,WO,SS,T,64051,0,1,1.0,6.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,KT,SK,B,67045,0,1,3.0,20.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,9.0
200731,OB,NC,T,64805,0,1,2.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,KT,SK,B,75340,0,1,3.0,16.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200731,KT,SK,B,65057,0,1,3.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,KT,SK,B,76757,0,1,4.0,16.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,KT,SK,B,68043,0,1,6.0,17.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200731,SK,KT,T,62869,1,0,15.0,87.0,25.0,25.0,10.0,2.0,4.0,0.0,5.0,5.0,9.0
200731,SK,KT,T,75138,0,1,3.0,24.0,5.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,9.0
200731,SK,KT,T,60768,0,1,2.0,31.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,40.5
200731,SK,KT,T,No_Code,0,1,4.0,33.0,7.0,7.0,3.0,1.0,0.0,0.0,2.0,2.0,13.5
200731,OB,NC,T,63248,0,1,0.0,13.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0
200731,SS,WO,B,69439,1,0,17.0,90.0,25.0,20.0,4.0,1.0,2.0,5.0,4.0,4.0,6.35
200731,SS,WO,B,65496,0,1,3.0,16.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200731,SS,WO,B,63492,0,1,0.0,14.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0
200731,SS,WO,B,99445,0,1,3.0,15.0,5.0,5.0,2.0,1.0,1.0,0.0,2.0,2.0,18.0
200731,WO,SS,T,62363,1,0,15.0,91.0,23.0,19.0,4.0,0.0,3.0,4.0,2.0,2.0,3.6
200731,WO,SS,T,76430,0,1,3.0,16.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200731,WO,SS,T,62360,0,1,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,WO,SS,T,68341,0,1,3.0,12.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200731,WO,SS,T,69328,0,1,0.0,9.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
200731,WO,SS,T,63348,0,1,3.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,SS,WO,B,60146,0,1,4.0,22.0,5.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,6.75
200731,OB,NC,T,61643,0,1,3.0,31.0,6.0,5.0,2.0,0.0,1.0,1.0,3.0,3.0,27.0
200731,KT,SK,B,69032,1,0,8.0,70.0,13.0,9.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0
200731,OB,NC,T,62951,0,1,2.0,12.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200731,LG,HH,B,69103,1,0,21.0,94.0,28.0,27.0,8.0,0.0,3.0,0.0,1.0,1.0,1.29
200731,LG,HH,B,62146,0,1,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,LG,HH,B,79140,0,1,2.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,LG,HH,B,76650,0,1,1.0,11.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,27.0
200731,LG,HH,B,73801,0,1,1.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200731,LG,HH,B,79617,0,1,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200731,HH,LG,T,77318,1,0,21.0,101.0,24.0,22.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0
200731,HH,LG,T,74857,0,1,6.0,35.0,7.0,7.0,3.0,0.0,1.0,0.0,1.0,1.0,4.5
200731,OB,NC,T,76329,0,1,3.0,14.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
200731,LT,HT,B,76355,0,1,6.0,25.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200731,LT,HT,B,64565,0,1,3.0,20.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200731,LT,HT,B,50558,1,0,18.0,115.0,26.0,24.0,6.0,0.0,10.0,2.0,3.0,2.0,3.0
200731,HT,LT,T,66609,0,1,3.0,25.0,6.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
200731,NC,OB,B,69940,1,0,15.0,113.0,26.0,23.0,9.0,0.0,7.0,3.0,5.0,5.0,9.0
200731,NC,OB,B,69962,0,1,3.0,22.0,5.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,18.0
200731,NC,OB,B,79358,0,1,3.0,15.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,NC,OB,B,63959,0,1,3.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200731,NC,OB,B,76118,0,1,3.0,19.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
200731,OB,NC,T,67263,1,0,14.0,99.0,23.0,21.0,7.0,1.0,3.0,2.0,4.0,4.0,7.71
200731,OB,NC,T,65241,0,1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200731,HT,LT,T,50636,1,0,24.0,105.0,30.0,28.0,5.0,0.0,4.0,2.0,1.0,1.0,1.13
200801,LT,HT,B,62528,0,1,3.0,17.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200801,HH,LG,T,50705,0,1,2.0,27.0,5.0,4.0,2.0,0.0,0.0,1.0,2.0,2.0,27.0
200801,LT,HT,B,77591,0,1,3.0,15.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
200801,LT,HT,B,63512,0,1,3.0,24.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
200801,LT,HT,B,64021,1,0,18.0,91.0,25.0,24.0,8.0,1.0,4.0,1.0,3.0,3.0,4.5
200801,HH,LG,T,63765,0,1,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200801,HH,LG,T,63464,0,1,3.0,16.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
200801,KT,SK,B,50030,1,0,20.0,80.0,23.0,23.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0
200801,HH,LG,T,68701,0,1,5.0,26.0,6.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
200801,HH,LG,T,69744,1,0,10.0,74.0,21.0,21.0,10.0,0.0,2.0,0.0,7.0,5.0,13.5
200801,LG,HH,B,67119,0,1,3.0,24.0,5.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,9.0
200801,LG,HH,B,69159,0,1,6.0,22.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
200801,LG,HH,B,69134,0,1,5.0,31.0,7.0,6.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
200801,LG,HH,B,50157,1,0,13.0,90.0,22.0,17.0,5.0,1.0,1.0,5.0,5.0,5.0,10.38
200801,HT,LT,T,62754,1,0,15.0,91.0,25.0,20.0,7.0,1.0,1.0,4.0,5.0,4.0,7.2
200801,HH,LG,T,73738,0,1,3.0,12.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
200801,HT,LT,T,65643,0,1,3.0,14.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,18.0
200801,HT,LT,T,69516,0,1,3.0,12.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200801,HT,LT,T,50662,0,1,3.0,17.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
200801,WO,SS,T,67391,0,1,6.0,39.0,9.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
200801,WO,SS,T,76430,0,1,3.0,15.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200801,WO,SS,T,61268,0,1,4.0,27.0,7.0,7.0,4.0,0.0,0.0,0.0,2.0,2.0,13.5
200801,WO,SS,T,67313,1,0,11.0,86.0,17.0,13.0,2.0,0.0,5.0,4.0,5.0,4.0,9.82
200801,OB,NC,T,63248,0,1,2.0,28.0,6.0,5.0,3.0,0.0,0.0,1.0,2.0,2.0,27.0
200801,SS,WO,B,63492,0,1,0.0,23.0,6.0,5.0,4.0,0.0,0.0,1.0,6.0,5.0,0.0
200801,SS,WO,B,65496,0,1,3.0,33.0,8.0,7.0,4.0,0.0,1.0,1.0,2.0,2.0,18.0
200801,SS,WO,B,73117,0,1,2.0,21.0,5.0,5.0,3.0,0.0,1.0,0.0,2.0,2.0,27.0
200801,WO,SS,T,69360,0,1,3.0,18.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200801,SS,WO,B,67421,0,1,2.0,16.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,27.0
200801,SS,WO,B,50404,1,0,14.0,110.0,28.0,20.0,9.0,0.0,1.0,6.0,8.0,8.0,15.43
200801,SK,KT,T,66801,0,1,3.0,21.0,6.0,5.0,2.0,1.0,0.0,1.0,2.0,2.0,18.0
200801,SK,KT,T,76858,0,1,3.0,18.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200801,SK,KT,T,76350,0,1,6.0,23.0,7.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
200801,SK,KT,T,64861,1,0,12.0,73.0,23.0,20.0,8.0,2.0,2.0,3.0,9.0,9.0,20.25
200801,KT,SK,B,65060,0,1,3.0,29.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
200801,KT,SK,B,65057,0,1,3.0,24.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200801,KT,SK,B,65062,0,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200801,SS,WO,B,68403,0,1,3.0,20.0,6.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
200801,OB,NC,T,62951,0,1,4.0,27.0,8.0,6.0,3.0,0.0,0.0,2.0,2.0,2.0,13.5
200801,SS,WO,B,99445,0,1,3.0,23.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,18.0
200801,OB,NC,T,67266,0,1,5.0,32.0,8.0,7.0,2.0,1.0,3.0,1.0,2.0,2.0,10.8
200801,NC,OB,B,50912,1,0,18.0,108.0,28.0,27.0,9.0,0.0,6.0,1.0,4.0,3.0,4.5
200801,NC,OB,B,63959,0,1,3.0,29.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0
200801,NC,OB,B,64995,0,1,2.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,3.0,3.0,40.5
200801,NC,OB,B,79358,0,1,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200801,NC,OB,B,75867,0,1,3.0,12.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
200801,NC,OB,B,76118,0,1,2.0,13.0,7.0,4.0,4.0,0.0,0.0,1.0,4.0,4.0,54.0
200801,NC,OB,B,61295,0,1,1.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200801,OB,NC,T,66291,1,0,18.0,97.0,28.0,25.0,6.0,1.0,5.0,3.0,4.0,3.0,4.5
200801,OB,NC,T,61643,0,1,1.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,SS,WO,B,73117,0,1,1.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,54.0
200802,SS,WO,B,67421,0,1,3.0,13.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
200802,SS,WO,B,75421,0,1,6.0,34.0,9.0,8.0,2.0,0.0,2.0,1.0,2.0,2.0,9.0
200802,WO,SS,T,69343,1,0,18.0,95.0,26.0,24.0,7.0,1.0,4.0,2.0,2.0,2.0,3.0
200802,OB,NC,T,77263,0,1,4.0,22.0,6.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
200802,WO,SS,T,68341,0,1,3.0,16.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,WO,SS,T,63342,0,1,6.0,29.0,8.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
200802,SS,WO,B,68403,0,1,2.0,18.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,WO,SS,T,62360,0,1,3.0,10.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200802,SS,WO,B,60146,0,1,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,LT,HT,B,73211,1,0,21.0,90.0,24.0,23.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0
200802,LT,HT,B,50556,0,1,3.0,24.0,5.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
200802,OB,NC,T,61643,0,1,6.0,20.0,7.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
200802,OB,NC,T,76329,0,1,3.0,24.0,5.0,5.0,2.0,1.0,1.0,0.0,2.0,2.0,18.0
200802,OB,NC,T,69045,1,0,21.0,107.0,27.0,25.0,5.0,1.0,6.0,2.0,2.0,2.0,2.57
200802,NC,OB,B,61295,0,1,3.0,29.0,7.0,6.0,3.0,0.0,1.0,0.0,3.0,2.0,18.0
200802,NC,OB,B,63959,0,1,3.0,20.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,NC,OB,B,68902,0,1,3.0,18.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200802,NC,OB,B,69962,0,1,2.0,15.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
200802,NC,OB,B,79358,0,1,2.0,8.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,13.5
200802,OB,NC,T,68200,0,1,2.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200802,SS,WO,B,74454,1,0,15.0,64.0,18.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
200802,NC,OB,B,64995,0,1,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,NC,OB,B,66920,1,0,16.0,88.0,22.0,21.0,6.0,0.0,3.0,1.0,3.0,3.0,5.06
200802,HT,LT,T,63638,0,1,3.0,20.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200802,HT,LT,T,78247,0,1,3.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,HT,LT,T,50662,0,1,3.0,13.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200802,HT,LT,T,63628,0,1,2.0,18.0,6.0,6.0,4.0,0.0,1.0,0.0,2.0,2.0,27.0
200802,HT,LT,T,50640,1,0,13.0,98.0,24.0,19.0,7.0,0.0,3.0,4.0,6.0,5.0,10.38
200802,LT,HT,B,76225,0,1,3.0,10.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
200802,NC,OB,B,63991,0,1,4.0,10.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200802,NC,OB,B,75867,0,1,1.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200804,LT,SK,T,77591,0,1,3.0,15.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200804,LT,SK,T,50556,0,1,3.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200804,SK,LT,B,60768,0,1,3.0,20.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200804,SK,LT,B,75138,0,1,4.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200804,SK,LT,B,64768,0,1,7.0,30.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200804,SK,LT,B,50835,1,0,10.0,90.0,28.0,23.0,13.0,1.0,1.0,5.0,8.0,8.0,21.6
200804,LG,HT,T,62146,0,1,3.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200804,LG,HT,T,79140,0,1,3.0,15.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
200804,LG,HT,T,76650,0,1,3.0,12.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200804,LG,HT,T,69134,0,1,0.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0
200804,LG,HT,T,68135,1,0,18.0,107.0,28.0,25.0,6.0,0.0,6.0,3.0,3.0,1.0,1.5
200804,HT,LG,B,63628,0,1,6.0,26.0,9.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,4.5
200804,HT,LG,B,69516,0,1,1.0,32.0,7.0,6.0,5.0,0.0,0.0,1.0,6.0,6.0,162.0
200804,SK,LT,B,No_Code,0,1,3.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200804,HT,LG,B,65665,0,1,2.0,17.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,27.0
200804,HT,LG,B,65616,1,0,15.0,95.0,23.0,20.0,6.0,2.0,5.0,3.0,6.0,6.0,10.8
200804,KT,WO,T,65062,0,1,3.0,22.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
