GDAY_DS,T_ID,VS_T_ID,TB_SC,WLS,INN2,BF,AB,HIT,H2,H3,HR,SB,BB,KK,GD,R,ER
200911,SK,HH,T,W,27.0,162.0,34.0,6.0,1.0,0.0,0.0,0.0,4.0,12.0,1.0,3.0,3.0
200911,LT,SS,B,W,27.0,162.0,36.0,8.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,4.0,3.0
200911,SS,LT,T,L,24.0,182.0,37.0,14.0,2.0,0.0,1.0,0.0,8.0,8.0,1.0,12.0,12.0
200911,LG,WO,B,L,27.0,130.0,38.0,13.0,3.0,1.0,0.0,1.0,2.0,4.0,1.0,8.0,8.0
200911,WO,LG,T,W,27.0,153.0,33.0,8.0,1.0,0.0,0.0,1.0,3.0,11.0,0.0,2.0,2.0
200912,KT,HH,B,W,27.0,126.0,35.0,7.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,2.0
200912,HH,KT,T,L,24.0,160.0,31.0,9.0,1.0,0.0,0.0,3.0,6.0,3.0,0.0,5.0,5.0
200912,NC,HT,B,L,27.0,188.0,40.0,14.0,5.0,0.0,2.0,0.0,8.0,2.0,0.0,11.0,10.0
200912,HT,NC,T,W,27.0,155.0,32.0,6.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,3.0,3.0
200912,SK,LT,B,W,27.0,145.0,30.0,6.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0
200912,LT,SK,T,L,24.0,125.0,29.0,5.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0
200912,WO,OB,B,W,27.0,123.0,29.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0
200912,OB,WO,T,L,24.0,141.0,31.0,9.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,2.0
200912,LG,SS,B,L,27.0,151.0,32.0,7.0,0.0,1.0,2.0,1.0,4.0,8.0,1.0,5.0,5.0
200912,SS,LG,T,W,27.0,122.0,29.0,2.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0
200913,KT,HH,B,W,27.0,167.0,30.0,6.0,1.0,0.0,0.0,2.0,7.0,6.0,0.0,4.0,3.0
200913,HH,KT,T,L,27.0,154.0,33.0,12.0,1.0,0.0,0.0,0.0,3.0,11.0,2.0,5.0,5.0
200913,NC,HT,B,L,27.0,150.0,33.0,10.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,4.0,4.0
200913,HT,NC,T,W,27.0,156.0,32.0,8.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,3.0,3.0
200913,SK,LT,B,W,27.0,126.0,29.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,1.0
200913,LT,SK,T,L,24.0,96.0,27.0,4.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0
200913,WO,OB,B,D,36.0,223.0,48.0,15.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,6.0,5.0
200913,OB,WO,T,D,36.0,242.0,49.0,13.0,1.0,0.0,0.0,2.0,11.0,15.0,0.0,6.0,6.0
200913,LG,SS,B,L,27.0,191.0,42.0,18.0,1.0,1.0,1.0,2.0,5.0,5.0,0.0,11.0,9.0
200913,SS,LG,T,W,27.0,110.0,31.0,4.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0
200915,HH,LG,B,W,30.0,185.0,39.0,8.0,2.0,0.0,1.0,3.0,3.0,14.0,0.0,5.0,4.0
200915,LG,HH,T,L,30.0,161.0,38.0,11.0,1.0,0.0,0.0,0.0,7.0,10.0,2.0,6.0,6.0
200915,OB,NC,B,W,27.0,150.0,33.0,6.0,1.0,1.0,0.0,2.0,4.0,5.0,0.0,3.0,3.0
200915,NC,OB,T,L,24.0,128.0,30.0,8.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,7.0,5.0
200915,HT,SK,B,L,27.0,190.0,40.0,17.0,1.0,0.0,2.0,3.0,10.0,5.0,3.0,16.0,15.0
200915,SK,HT,T,W,27.0,138.0,29.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0
200915,KT,SS,B,L,27.0,137.0,37.0,14.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,7.0,6.0
200915,SS,KT,T,W,27.0,171.0,36.0,8.0,1.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0
200916,HH,LG,B,L,27.0,162.0,40.0,15.0,8.0,0.0,0.0,0.0,6.0,5.0,2.0,11.0,10.0
200916,LG,HH,T,W,27.0,148.0,35.0,9.0,0.0,1.0,2.0,0.0,4.0,11.0,1.0,5.0,5.0
200916,WO,LT,B,L,27.0,173.0,39.0,14.0,4.0,0.0,0.0,0.0,4.0,6.0,1.0,8.0,8.0
200916,LT,WO,T,W,27.0,160.0,32.0,4.0,1.0,0.0,0.0,1.0,5.0,12.0,0.0,2.0,1.0
200916,OB,NC,B,L,27.0,158.0,34.0,8.0,1.0,0.0,2.0,2.0,4.0,10.0,0.0,5.0,4.0
200916,NC,OB,T,W,27.0,133.0,32.0,7.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,3.0,3.0
200916,HT,SK,B,L,27.0,193.0,37.0,11.0,4.0,0.0,0.0,0.0,8.0,5.0,1.0,7.0,5.0
200916,SK,HT,T,W,27.0,162.0,33.0,10.0,1.0,0.0,1.0,0.0,6.0,6.0,1.0,6.0,6.0
200916,KT,SS,B,W,27.0,171.0,39.0,14.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,6.0,6.0
200916,SS,KT,T,L,24.0,190.0,43.0,19.0,4.0,0.0,1.0,0.0,3.0,8.0,0.0,11.0,11.0
200917,WO,HH,B,W,27.0,128.0,29.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,2.0,2.0
200917,HH,WO,T,L,24.0,152.0,26.0,4.0,2.0,0.0,0.0,0.0,8.0,9.0,1.0,5.0,5.0
200917,SS,HT,B,L,27.0,167.0,40.0,16.0,4.0,0.0,3.0,0.0,3.0,6.0,1.0,12.0,12.0
200917,HT,SS,T,W,27.0,153.0,33.0,7.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2.0
200917,LG,LT,B,W,27.0,127.0,34.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0
200917,LT,LG,T,L,24.0,158.0,34.0,8.0,0.0,0.0,2.0,1.0,4.0,6.0,0.0,9.0,9.0
200917,SK,NC,B,L,27.0,146.0,34.0,9.0,1.0,0.0,2.0,1.0,3.0,6.0,1.0,3.0,3.0
200917,NC,SK,T,W,27.0,124.0,30.0,4.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0
200917,KT,OB,B,W,27.0,105.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
200917,OB,KT,T,L,24.0,157.0,31.0,9.0,1.0,1.0,0.0,3.0,3.0,8.0,0.0,3.0,3.0
200918,WO,HH,B,L,27.0,149.0,36.0,8.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,1.0
200918,HH,WO,T,W,27.0,135.0,31.0,4.0,2.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0
200918,SS,HT,B,L,27.0,207.0,39.0,15.0,2.0,0.0,2.0,0.0,8.0,4.0,1.0,13.0,13.0
200918,HT,SS,T,W,27.0,155.0,35.0,9.0,2.0,0.0,0.0,0.0,4.0,9.0,1.0,5.0,3.0
200918,LG,LT,B,L,27.0,149.0,36.0,8.0,1.0,0.0,0.0,3.0,4.0,8.0,1.0,5.0,3.0
200918,LT,LG,T,W,27.0,146.0,34.0,7.0,1.0,0.0,1.0,1.0,4.0,6.0,0.0,3.0,3.0
200918,SK,NC,B,L,27.0,157.0,31.0,8.0,0.0,1.0,1.0,1.0,7.0,6.0,0.0,9.0,9.0
200918,NC,SK,T,W,27.0,145.0,31.0,8.0,2.0,0.0,3.0,0.0,6.0,4.0,1.0,5.0,5.0
200918,KT,OB,B,W,33.0,159.0,41.0,11.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,4.0,3.0
200918,OB,KT,T,L,30.0,183.0,40.0,11.0,1.0,0.0,2.0,0.0,5.0,11.0,1.0,5.0,5.0
