GDAY_DS,T_ID,VS_T_ID,TB_SC,AB,RBI,RUN,HIT,H2,H3,HR,SB,BB,KK,GD,ERR,LOB
200909,NC,LT,B,42.0,5.0,5.0,11.0,4.0,1.0,1.0,1.0,5.0,9.0,1.0,0.0,12.0
200909,OB,KT,B,41.0,2.0,2.0,10.0,2.0,0.0,0.0,1.0,3.0,6.0,0.0,2.0,11.0
200909,SS,HH,B,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0
200909,HH,SS,T,38.0,4.0,4.0,10.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,0.0,11.0
200909,SS,HH,B,31.0,4.0,4.0,7.0,0.0,0.0,1.0,2.0,4.0,11.0,0.0,3.0,5.0
200909,KT,OB,T,38.0,4.0,4.0,5.0,0.0,0.0,1.0,1.0,4.0,13.0,0.0,0.0,6.0
200910,HH,SK,B,30.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,6.0
200910,NC,KT,B,36.0,12.0,13.0,13.0,3.0,0.0,3.0,0.0,9.0,4.0,0.0,0.0,9.0
200910,KT,NC,T,32.0,8.0,8.0,8.0,0.0,1.0,4.0,0.0,4.0,7.0,1.0,1.0,2.0
200910,HT,OB,B,32.0,4.0,4.0,7.0,0.0,1.0,1.0,0.0,4.0,7.0,0.0,0.0,5.0
200910,OB,HT,T,36.0,5.0,5.0,9.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,10.0
200910,SK,HH,T,36.0,5.0,5.0,9.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,9.0
200910,LT,SS,B,45.0,12.0,13.0,21.0,3.0,0.0,2.0,0.0,5.0,6.0,0.0,1.0,13.0
200910,SS,LT,T,37.0,7.0,8.0,10.0,5.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,6.0
200910,LG,WO,B,35.0,6.0,6.0,10.0,2.0,0.0,1.0,0.0,5.0,7.0,0.0,0.0,10.0
200910,WO,LG,T,32.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,3.0,7.0,0.0,1.0,8.0
200911,SS,LT,T,36.0,4.0,4.0,8.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,2.0,7.0
200911,LG,WO,B,33.0,2.0,2.0,8.0,1.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,9.0
200911,LT,SS,B,37.0,12.0,12.0,14.0,2.0,0.0,1.0,0.0,8.0,8.0,1.0,2.0,9.0
200911,KT,NC,T,31.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,6.0,10.0,1.0,0.0,10.0
200911,WO,LG,T,38.0,8.0,8.0,13.0,3.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,6.0
200911,NC,KT,B,37.0,8.0,9.0,13.0,4.0,0.0,3.0,2.0,3.0,7.0,0.0,0.0,7.0
200911,SK,HH,T,33.0,3.0,4.0,8.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,5.0
200911,HH,SK,B,34.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,4.0,12.0,1.0,1.0,8.0
200912,WO,OB,B,31.0,2.0,2.0,9.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,10.0
200912,LT,SK,T,30.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,1.0,8.0
200912,SK,LT,B,29.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0
200912,HT,NC,T,40.0,10.0,11.0,14.0,5.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,10.0
200912,NC,HT,B,32.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,1.0,5.0
200912,HH,KT,T,35.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,7.0
200912,KT,HH,B,31.0,5.0,5.0,9.0,1.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,9.0
200912,LG,SS,B,29.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0
200912,SS,LG,T,32.0,5.0,5.0,7.0,0.0,1.0,2.0,1.0,4.0,8.0,1.0,0.0,4.0
200912,OB,WO,T,29.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,4.0
200913,SK,LT,B,27.0,3.0,3.0,4.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,0.0,2.0
200913,KT,HH,B,33.0,5.0,5.0,12.0,1.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,8.0
200913,HH,KT,T,30.0,4.0,4.0,6.0,1.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,8.0
200913,NC,HT,B,32.0,3.0,3.0,8.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,2.0,11.0
200913,HT,NC,T,33.0,4.0,4.0,10.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,7.0
200913,LT,SK,T,29.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,8.0
200913,WO,OB,B,49.0,6.0,6.0,13.0,1.0,0.0,0.0,2.0,11.0,15.0,0.0,2.0,18.0
200913,OB,WO,T,48.0,6.0,6.0,15.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,14.0
200913,LG,SS,B,31.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,5.0
200913,SS,LG,T,42.0,9.0,11.0,18.0,1.0,1.0,1.0,2.0,5.0,5.0,0.0,0.0,13.0
200915,SS,KT,T,37.0,7.0,7.0,14.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,8.0
200915,KT,SS,B,36.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,11.0
200915,SK,HT,T,40.0,16.0,16.0,17.0,1.0,0.0,2.0,3.0,10.0,5.0,3.0,0.0,9.0
200915,HT,SK,B,29.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,3.0,6.0
200915,NC,OB,T,33.0,2.0,3.0,6.0,1.0,1.0,0.0,2.0,4.0,5.0,0.0,1.0,7.0
200915,WO,LT,B,38.0,5.0,5.0,11.0,1.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,14.0
200915,LT,WO,T,33.0,8.0,8.0,10.0,3.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,4.0
200915,LG,HH,T,39.0,4.0,5.0,8.0,2.0,0.0,1.0,3.0,3.0,14.0,0.0,0.0,7.0
200915,HH,LG,B,38.0,6.0,6.0,11.0,1.0,0.0,0.0,0.0,7.0,10.0,2.0,2.0,10.0
200915,OB,NC,B,30.0,6.0,7.0,8.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,4.0
200916,SK,HT,T,37.0,6.0,7.0,11.0,4.0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,11.0
200916,SS,KT,T,39.0,4.0,6.0,14.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,12.0
200916,KT,SS,B,43.0,11.0,11.0,19.0,4.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,11.0
200916,HT,SK,B,33.0,6.0,6.0,10.0,1.0,0.0,1.0,0.0,6.0,6.0,1.0,1.0,8.0
200916,LG,HH,T,40.0,9.0,11.0,15.0,8.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,8.0
200916,OB,NC,B,32.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,3.0
200916,HH,LG,B,35.0,5.0,5.0,9.0,0.0,1.0,2.0,0.0,4.0,11.0,1.0,1.0,7.0
200916,NC,OB,T,34.0,4.0,5.0,8.0,1.0,0.0,2.0,2.0,4.0,10.0,0.0,0.0,7.0
200917,OB,KT,T,33.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,6.0
200917,KT,OB,B,31.0,3.0,3.0,9.0,1.0,1.0,0.0,3.0,3.0,8.0,0.0,3.0,8.0
200917,NC,SK,T,34.0,3.0,3.0,9.0,1.0,0.0,2.0,1.0,3.0,6.0,1.0,0.0,8.0
200917,SK,NC,B,30.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,6.0
200917,LT,LG,T,34.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,6.0
200917,HT,SS,T,40.0,11.0,12.0,16.0,4.0,0.0,3.0,0.0,3.0,6.0,1.0,0.0,5.0
200917,SS,HT,B,33.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,8.0
200917,HH,WO,T,29.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,3.0
200917,WO,HH,B,26.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,6.0
200917,LG,LT,B,34.0,9.0,9.0,8.0,0.0,0.0,2.0,1.0,4.0,6.0,0.0,1.0,6.0
200918,SK,NC,B,31.0,5.0,5.0,8.0,2.0,0.0,3.0,0.0,6.0,4.0,1.0,0.0,5.0
200918,OB,KT,T,41.0,4.0,4.0,11.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,8.0
200918,KT,OB,B,40.0,5.0,5.0,11.0,1.0,0.0,2.0,0.0,5.0,11.0,1.0,1.0,10.0
200918,LT,LG,T,36.0,5.0,5.0,8.0,1.0,0.0,0.0,3.0,4.0,8.0,1.0,0.0,8.0
200918,NC,SK,T,31.0,9.0,9.0,8.0,0.0,1.0,1.0,1.0,7.0,6.0,0.0,0.0,4.0
200918,HT,SS,T,39.0,13.0,13.0,15.0,2.0,0.0,2.0,0.0,8.0,4.0,1.0,2.0,9.0
200918,WO,HH,B,31.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,9.0,0.0,1.0,7.0
200918,HH,WO,T,36.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,8.0
200918,LG,LT,B,34.0,3.0,3.0,7.0,1.0,0.0,1.0,1.0,4.0,6.0,0.0,2.0,8.0
200918,SS,HT,B,35.0,4.0,5.0,9.0,2.0,0.0,0.0,0.0,4.0,9.0,1.0,1.0,8.0
200919,WO,SS,T,39.0,8.0,8.0,15.0,3.0,0.0,0.0,2.0,3.0,12.0,0.0,1.0,8.0
200919,SS,WO,B,37.0,7.0,7.0,11.0,3.0,0.0,2.0,2.0,3.0,6.0,2.0,0.0,6.0
200919,LT,NC,B,30.0,5.0,5.0,7.0,1.0,0.0,2.0,0.0,8.0,8.0,1.0,0.0,9.0
200919,OB,LG,B,36.0,6.0,6.0,10.0,2.0,0.0,2.0,0.0,3.0,8.0,1.0,1.0,6.0
200919,NC,LT,T,34.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,2.0,7.0,2.0,0.0,8.0
200919,SK,KT,B,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0,7.0
200919,HH,HT,T,31.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4.0
200919,HT,HH,B,29.0,7.0,8.0,10.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0
200919,KT,SK,T,34.0,5.0,5.0,8.0,0.0,0.0,0.0,1.0,6.0,11.0,1.0,1.0,9.0
200919,LG,OB,T,40.0,9.0,9.0,18.0,1.0,0.0,2.0,2.0,4.0,6.0,2.0,1.0,11.0
200920,WO,SS,T,37.0,6.0,6.0,13.0,2.0,0.0,1.0,0.0,4.0,7.0,3.0,4.0,8.0
200920,NC,LT,T,37.0,6.0,6.0,13.0,0.0,0.0,2.0,1.0,4.0,8.0,0.0,0.0,10.0
200920,LT,NC,B,36.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,0.0,12.0
200920,NC,LT,T,35.0,5.0,7.0,10.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,1.0,5.0
200920,LT,NC,B,35.0,1.0,2.0,8.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,1.0,9.0
200920,SS,WO,B,42.0,12.0,14.0,18.0,0.0,0.0,3.0,1.0,5.0,6.0,1.0,0.0,10.0
200920,LG,OB,T,37.0,5.0,5.0,10.0,3.0,1.0,2.0,0.0,1.0,11.0,0.0,1.0,6.0
200920,OB,LG,B,31.0,6.0,6.0,9.0,1.0,0.0,1.0,1.0,14.0,6.0,3.0,0.0,13.0
200920,HT,HH,B,33.0,3.0,3.0,9.0,1.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,8.0
200920,HH,HT,T,40.0,11.0,11.0,16.0,4.0,0.0,1.0,0.0,8.0,10.0,0.0,0.0,12.0
200920,SK,KT,B,28.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0
200920,KT,SK,T,37.0,10.0,10.0,11.0,2.0,0.0,1.0,2.0,5.0,10.0,0.0,1.0,6.0
200922,LG,SK,B,30.0,6.0,7.0,7.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,2.0,4.0
200922,WO,HT,T,32.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,6.0
200922,HT,WO,B,30.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,1.0,6.0
200922,SS,NC,T,33.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,5.0
200922,NC,SS,B,30.0,2.0,3.0,6.0,1.0,0.0,0.0,1.0,6.0,4.0,1.0,0.0,9.0
200922,SK,LG,T,31.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,1.0,3.0
200922,LT,KT,B,31.0,8.0,8.0,10.0,0.0,0.0,2.0,1.0,5.0,5.0,2.0,1.0,4.0
200922,OB,HH,T,29.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,0.0,5.0
200922,HH,OB,B,29.0,5.0,5.0,6.0,0.0,0.0,1.0,0.0,5.0,16.0,0.0,0.0,6.0
200922,KT,LT,T,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0
200923,WO,HT,T,42.0,13.0,13.0,17.0,3.0,2.0,2.0,0.0,5.0,6.0,1.0,0.0,8.0
200923,NC,SS,B,30.0,8.0,8.0,10.0,1.0,0.0,1.0,0.0,5.0,7.0,2.0,1.0,4.0
200923,LT,KT,B,33.0,4.0,5.0,9.0,1.0,0.0,1.0,0.0,8.0,7.0,3.0,2.0,9.0
200923,KT,LT,T,42.0,9.0,10.0,16.0,3.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,9.0
200923,HH,OB,B,34.0,6.0,6.0,12.0,3.0,0.0,1.0,1.0,3.0,13.0,1.0,0.0,8.0
200923,OB,HH,T,37.0,5.0,5.0,11.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,11.0
200923,LG,SK,B,31.0,6.0,6.0,10.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,3.0
200923,HT,WO,B,32.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,6.0
200923,SS,NC,T,36.0,5.0,7.0,10.0,2.0,1.0,1.0,2.0,2.0,11.0,0.0,0.0,5.0
200923,SK,LG,T,33.0,2.0,2.0,8.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,7.0
