GDAY_DS,T_ID,VS_T_ID,TB_SC,AB,RBI,RUN,HIT,H2,H3,HR,SB,BB,KK,GD,ERR,LOB
200721,HH,HT,B,29.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,3.0,3.0
200721,OB,WO,B,31.0,6.0,6.0,7.0,2.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,2.0
200721,SS,NC,T,36.0,5.0,5.0,9.0,0.0,0.0,1.0,3.0,4.0,7.0,2.0,0.0,6.0
200721,NC,SS,B,38.0,6.0,6.0,13.0,3.0,0.0,3.0,0.0,3.0,7.0,0.0,0.0,8.0
200721,LT,SK,T,35.0,7.0,7.0,10.0,1.0,0.0,1.0,1.0,5.0,4.0,1.0,0.0,6.0
200721,WO,OB,T,35.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,8.0
200721,LG,KT,T,38.0,9.0,9.0,13.0,4.0,0.0,2.0,0.0,6.0,7.0,1.0,0.0,8.0
200721,KT,LG,B,34.0,10.0,10.0,12.0,0.0,0.0,3.0,1.0,4.0,7.0,1.0,1.0,5.0
200721,HT,HH,T,41.0,9.0,10.0,16.0,2.0,0.0,2.0,0.0,9.0,8.0,2.0,0.0,13.0
200721,SK,LT,B,34.0,8.0,8.0,13.0,1.0,0.0,3.0,2.0,4.0,6.0,1.0,0.0,7.0
200722,HH,HT,B,29.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,14.0,1.0,1.0,7.0
200722,HT,HH,T,30.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,8.0
200724,SK,HH,T,34.0,7.0,7.0,8.0,1.0,0.0,3.0,1.0,5.0,13.0,0.0,0.0,6.0
200724,WO,LT,B,31.0,2.0,2.0,6.0,2.0,0.0,1.0,1.0,2.0,12.0,1.0,0.0,5.0
200724,LT,WO,T,33.0,3.0,4.0,9.0,1.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,9.0
200724,KT,NC,B,33.0,1.0,2.0,6.0,1.0,0.0,1.0,2.0,6.0,10.0,0.0,0.0,10.0
200724,NC,KT,T,32.0,3.0,3.0,7.0,2.0,0.0,1.0,1.0,3.0,11.0,0.0,2.0,7.0
200724,HH,SK,B,29.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,7.0,11.0,1.0,0.0,5.0
200724,LG,OB,T,40.0,8.0,8.0,15.0,2.0,1.0,2.0,1.0,6.0,3.0,1.0,0.0,11.0
200724,OB,LG,B,31.0,1.0,1.0,8.0,3.0,0.0,0.0,1.0,4.0,4.0,2.0,1.0,7.0
200725,KT,NC,B,29.0,6.0,6.0,8.0,4.0,0.0,1.0,0.0,4.0,9.0,2.0,0.0,3.0
200725,HT,SS,B,31.0,8.0,8.0,11.0,2.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,5.0
200725,SS,HT,T,32.0,2.0,2.0,7.0,1.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,9.0
200725,OB,LG,B,31.0,7.0,7.0,10.0,4.0,0.0,1.0,0.0,2.0,6.0,0.0,1.0,3.0
200725,LG,OB,T,35.0,2.0,3.0,10.0,3.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,6.0
200725,WO,LT,B,27.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,7.0,8.0,1.0,1.0,6.0
200725,LT,WO,T,35.0,6.0,6.0,9.0,2.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,7.0
200725,NC,KT,T,31.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0
200726,SS,HT,T,36.0,5.0,5.0,12.0,4.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,11.0
200726,HT,SS,B,37.0,6.0,8.0,12.0,2.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0
200726,HH,SK,B,34.0,4.0,4.0,8.0,2.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,7.0
200726,NC,KT,T,32.0,4.0,4.0,7.0,1.0,0.0,2.0,1.0,1.0,7.0,1.0,3.0,3.0
200726,KT,NC,B,34.0,5.0,5.0,8.0,0.0,0.0,3.0,2.0,2.0,8.0,1.0,0.0,7.0
200726,LT,WO,T,34.0,1.0,1.0,8.0,3.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,9.0
200726,WO,LT,B,35.0,8.0,8.0,13.0,4.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,8.0
200726,LG,OB,T,33.0,4.0,4.0,7.0,0.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,5.0
200726,OB,LG,B,32.0,3.0,3.0,8.0,2.0,0.0,1.0,0.0,7.0,5.0,1.0,2.0,10.0
200726,SK,HH,T,35.0,7.0,7.0,10.0,2.0,0.0,0.0,1.0,7.0,5.0,1.0,0.0,8.0
200727,SK,HH,T,32.0,5.0,5.0,10.0,3.0,0.0,1.0,1.0,4.0,5.0,3.0,1.0,5.0
200727,HH,SK,B,29.0,5.0,5.0,5.0,3.0,0.0,0.0,1.0,5.0,5.0,2.0,0.0,3.0
200728,OB,WO,B,36.0,2.0,2.0,9.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,9.0
200728,NC,LT,T,42.0,8.0,9.0,17.0,3.0,0.0,2.0,2.0,4.0,7.0,1.0,0.0,10.0
200728,LT,NC,B,36.0,11.0,11.0,14.0,3.0,0.0,2.0,0.0,8.0,6.0,1.0,1.0,9.0
200728,LG,SK,T,49.0,23.0,24.0,23.0,3.0,1.0,6.0,0.0,9.0,6.0,1.0,0.0,7.0
200728,SK,LG,B,34.0,7.0,7.0,8.0,3.0,0.0,2.0,0.0,7.0,10.0,1.0,0.0,7.0
200728,WO,OB,T,34.0,5.0,6.0,8.0,2.0,0.0,1.0,0.0,7.0,6.0,0.0,0.0,10.0
200729,HH,SS,T,44.0,8.0,12.0,18.0,1.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,10.0
200729,SK,LG,B,40.0,6.0,6.0,14.0,1.0,0.0,4.0,2.0,4.0,5.0,0.0,1.0,11.0
200729,LG,SK,T,36.0,11.0,11.0,13.0,0.0,0.0,3.0,1.0,9.0,7.0,2.0,0.0,7.0
200729,SS,HH,B,34.0,7.0,7.0,9.0,1.0,0.0,2.0,1.0,10.0,7.0,1.0,3.0,10.0
200730,OB,WO,B,36.0,5.0,5.0,10.0,0.0,0.0,2.0,2.0,4.0,8.0,0.0,0.0,9.0
200730,LG,SK,T,39.0,9.0,9.0,13.0,3.0,0.0,1.0,1.0,6.0,6.0,1.0,0.0,9.0
200730,SK,LG,B,30.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,6.0
200730,KT,HT,T,31.0,4.0,4.0,11.0,2.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,7.0
200730,HT,KT,B,33.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,8.0
200730,HH,SS,T,37.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,1.0,9.0
200730,SS,HH,B,36.0,1.0,2.0,6.0,2.0,0.0,0.0,3.0,8.0,12.0,0.0,1.0,12.0
200730,WO,OB,T,34.0,8.0,8.0,13.0,2.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,4.0
200731,WO,SS,T,36.0,9.0,10.0,10.0,2.0,0.0,3.0,1.0,6.0,7.0,1.0,0.0,5.0
200731,LG,HH,B,29.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,3.0
200731,SK,KT,T,31.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,8.0
200731,KT,SK,B,39.0,11.0,11.0,16.0,3.0,0.0,4.0,0.0,3.0,8.0,0.0,2.0,7.0
200731,HH,LG,T,34.0,2.0,2.0,10.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,8.0
200731,LT,HT,B,33.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0,5.0,3.0,1.0,7.0
200731,HT,LT,T,34.0,2.0,3.0,8.0,1.0,0.0,0.0,0.0,4.0,10.0,1.0,3.0,8.0
200731,NC,OB,B,37.0,10.0,10.0,14.0,4.0,0.0,1.0,2.0,5.0,7.0,1.0,1.0,8.0
200731,OB,NC,T,39.0,7.0,7.0,14.0,2.0,0.0,1.0,2.0,4.0,8.0,1.0,0.0,10.0
200731,SS,WO,B,35.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,10.0
200801,WO,SS,T,48.0,21.0,22.0,23.0,7.0,0.0,1.0,1.0,12.0,6.0,0.0,1.0,13.0
200801,LG,HH,B,39.0,9.0,9.0,15.0,3.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,8.0
200801,SK,KT,T,32.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,7.0
200801,KT,SK,B,36.0,10.0,11.0,13.0,1.0,1.0,3.0,0.0,5.0,2.0,2.0,0.0,6.0
200801,OB,NC,T,45.0,12.0,12.0,17.0,2.0,1.0,0.0,2.0,4.0,9.0,1.0,1.0,9.0
200801,NC,OB,B,45.0,10.0,10.0,15.0,4.0,0.0,2.0,2.0,7.0,8.0,0.0,1.0,12.0
200801,HT,LT,T,34.0,3.0,3.0,9.0,2.0,0.0,1.0,0.0,2.0,9.0,1.0,3.0,6.0
200801,LT,HT,B,31.0,6.0,7.0,10.0,3.0,0.0,2.0,0.0,5.0,3.0,2.0,0.0,6.0
200801,HH,LG,T,34.0,6.0,6.0,8.0,2.0,0.0,1.0,1.0,6.0,8.0,0.0,2.0,7.0
200801,SS,WO,B,34.0,7.0,7.0,8.0,4.0,0.0,0.0,0.0,6.0,8.0,0.0,1.0,6.0
200802,HT,LT,T,30.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,10.0,1.0,2.0,5.0
200802,NC,OB,B,42.0,4.0,4.0,8.0,1.0,0.0,2.0,0.0,5.0,10.0,1.0,1.0,7.0
200802,OB,NC,T,48.0,7.0,7.0,15.0,5.0,0.0,0.0,2.0,2.0,8.0,2.0,0.0,8.0
200802,SS,WO,B,39.0,2.0,2.0,10.0,1.0,0.0,1.0,1.0,2.0,8.0,0.0,1.0,9.0
200802,WO,SS,T,38.0,4.0,4.0,10.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,7.0
200802,LT,HT,B,34.0,8.0,8.0,11.0,4.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,7.0
200804,KT,WO,T,32.0,3.0,4.0,11.0,1.0,0.0,0.0,1.0,4.0,9.0,3.0,0.0,7.0
200804,OB,SS,B,36.0,3.0,3.0,9.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,7.0
200804,SK,LT,B,31.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,6.0
200804,LG,HT,T,41.0,15.0,15.0,16.0,1.0,2.0,3.0,0.0,6.0,9.0,1.0,1.0,5.0
200804,HT,LG,B,36.0,5.0,5.0,8.0,1.0,0.0,1.0,0.0,4.0,10.0,0.0,0.0,8.0
200804,SS,OB,T,34.0,5.0,6.0,7.0,2.0,0.0,1.0,1.0,7.0,10.0,0.0,1.0,8.0
200804,WO,KT,B,34.0,2.0,2.0,10.0,0.0,0.0,1.0,0.0,3.0,7.0,2.0,1.0,9.0
200804,LT,SK,T,41.0,8.0,8.0,15.0,3.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,11.0
200805,WO,KT,B,40.0,12.0,12.0,15.0,2.0,0.0,1.0,0.0,6.0,7.0,0.0,2.0,10.0
200805,KT,WO,T,34.0,3.0,3.0,10.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,6.0
200805,HT,LG,B,35.0,4.0,4.0,9.0,1.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,7.0
200805,LG,HT,T,35.0,6.0,6.0,11.0,3.0,0.0,2.0,0.0,5.0,10.0,2.0,0.0,8.0
200805,HH,NC,B,33.0,6.0,8.0,12.0,2.0,0.0,1.0,0.0,7.0,5.0,2.0,0.0,11.0
200805,NC,HH,T,30.0,5.0,5.0,6.0,0.0,1.0,0.0,0.0,11.0,4.0,1.0,2.0,11.0
200805,SS,OB,T,34.0,2.0,2.0,12.0,2.0,0.0,0.0,1.0,4.0,4.0,1.0,3.0,13.0
200805,OB,SS,B,28.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,6.0
200806,WO,KT,B,28.0,3.0,3.0,7.0,2.0,0.0,1.0,1.0,5.0,4.0,1.0,1.0,8.0
200806,SS,OB,T,38.0,2.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,1.0,11.0
200806,NC,HH,T,32.0,4.0,4.0,8.0,1.0,0.0,2.0,0.0,7.0,4.0,1.0,0.0,8.0
200806,HH,NC,B,29.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,6.0
200806,LT,SK,T,33.0,8.0,8.0,6.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0,4.0
200806,SK,LT,B,33.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,1.0,8.0,1.0,1.0,6.0
200806,LG,HT,T,28.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0
200806,HT,LG,B,35.0,13.0,13.0,12.0,3.0,0.0,4.0,2.0,7.0,8.0,1.0,0.0,5.0
200806,KT,WO,T,32.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,5.0
200806,OB,SS,B,31.0,5.0,5.0,7.0,1.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,7.0
200807,WO,LG,B,32.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,5.0,8.0,0.0,3.0,9.0
200807,OB,LT,B,35.0,4.0,4.0,11.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,7.0
200807,LT,OB,T,39.0,7.0,8.0,12.0,2.0,0.0,2.0,0.0,9.0,6.0,1.0,0.0,14.0
200807,SK,SS,B,32.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,7.0
200807,SS,SK,T,29.0,2.0,2.0,6.0,1.0,0.0,1.0,2.0,6.0,7.0,1.0,1.0,7.0
200807,LG,WO,T,36.0,5.0,5.0,10.0,0.0,1.0,1.0,0.0,2.0,10.0,1.0,0.0,7.0
200808,LG,WO,T,32.0,1.0,1.0,8.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,7.0
200808,SK,SS,B,19.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
200808,NC,HT,T,31.0,2.0,2.0,6.0,1.0,2.0,0.0,2.0,9.0,6.0,1.0,0.0,11.0
200808,HT,NC,B,28.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0
200808,SS,SK,T,17.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
200808,LT,OB,T,22.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,5.0
200808,OB,LT,B,16.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
200808,WO,LG,B,32.0,5.0,5.0,9.0,1.0,0.0,1.0,1.0,3.0,7.0,1.0,0.0,6.0
200809,HH,KT,B,34.0,2.0,3.0,8.0,1.0,0.0,1.0,0.0,3.0,12.0,1.0,0.0,8.0
200809,KT,HH,T,37.0,6.0,6.0,12.0,5.0,0.0,1.0,0.0,5.0,9.0,1.0,1.0,9.0
200809,WO,LG,B,28.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,8.0
200809,LG,WO,T,30.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,8.0,1.0,3.0,3.0
200809,HT,NC,B,32.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,13.0
200809,NC,HT,T,39.0,7.0,8.0,14.0,2.0,1.0,1.0,0.0,6.0,8.0,2.0,1.0,10.0
200811,HH,WO,T,44.0,7.0,7.0,10.0,1.0,0.0,1.0,0.0,8.0,10.0,0.0,1.0,12.0
200811,LG,HT,B,36.0,4.0,4.0,9.0,2.0,0.0,1.0,0.0,1.0,11.0,0.0,1.0,6.0
200811,SK,KT,T,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,6.0
200811,OB,SS,T,33.0,6.0,6.0,9.0,1.0,0.0,1.0,0.0,6.0,4.0,2.0,0.0,6.0
200811,WO,HH,B,45.0,5.0,5.0,12.0,1.0,0.0,1.0,2.0,8.0,13.0,0.0,2.0,15.0
200811,SS,OB,B,34.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,8.0
200811,KT,SK,B,31.0,6.0,6.0,11.0,2.0,0.0,1.0,0.0,6.0,8.0,2.0,2.0,8.0
200811,HT,LG,T,35.0,8.0,8.0,11.0,3.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,8.0
200812,WO,HH,B,30.0,3.0,3.0,9.0,2.0,0.0,1.0,1.0,7.0,3.0,3.0,0.0,8.0
200812,HH,WO,T,34.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,4.0,8.0,0.0,0.0,6.0
200812,LG,HT,B,34.0,8.0,8.0,12.0,5.0,0.0,0.0,1.0,3.0,9.0,2.0,0.0,5.0
200812,HT,LG,T,29.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,8.0
200812,LT,NC,B,33.0,8.0,8.0,13.0,3.0,0.0,1.0,0.0,6.0,4.0,1.0,0.0,9.0
200812,NC,LT,T,35.0,4.0,4.0,9.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,10.0
200812,SS,OB,B,42.0,7.0,8.0,16.0,4.0,0.0,2.0,0.0,1.0,6.0,1.0,2.0,8.0
200812,OB,SS,T,45.0,14.0,15.0,24.0,2.0,0.0,2.0,0.0,3.0,2.0,3.0,1.0,8.0
200812,KT,SK,B,27.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0
200812,SK,KT,T,36.0,11.0,11.0,12.0,3.0,0.0,1.0,1.0,10.0,5.0,1.0,1.0,8.0
200813,SK,KT,T,41.0,10.0,10.0,16.0,1.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,10.0
200813,KT,SK,B,36.0,5.0,6.0,10.0,2.0,0.0,1.0,1.0,11.0,17.0,1.0,1.0,15.0
200813,OB,SS,T,28.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,9.0,11.0,1.0,0.0,10.0
200813,SS,OB,B,33.0,3.0,3.0,9.0,1.0,0.0,2.0,1.0,5.0,5.0,0.0,1.0,11.0
200813,NC,LT,T,39.0,8.0,9.0,14.0,1.0,0.0,1.0,0.0,4.0,7.0,1.0,1.0,7.0
200813,HH,WO,T,32.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,2.0,1.0,9.0
200813,HT,LG,T,32.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,4.0
200813,LG,HT,B,29.0,4.0,4.0,8.0,1.0,0.0,2.0,0.0,5.0,6.0,0.0,1.0,7.0
200813,WO,HH,B,31.0,6.0,6.0,11.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,6.0
200813,LT,NC,B,33.0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0
200814,SS,HH,T,41.0,10.0,10.0,15.0,4.0,0.0,1.0,2.0,3.0,6.0,1.0,0.0,7.0
200814,WO,LT,T,32.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,7.0
200814,LT,WO,B,31.0,5.0,5.0,11.0,2.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,9.0
200814,HH,SS,B,29.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,5.0
200814,SK,HT,T,31.0,6.0,6.0,12.0,1.0,0.0,0.0,3.0,9.0,6.0,2.0,1.0,10.0
200814,LG,NC,T,43.0,10.0,10.0,18.0,2.0,1.0,4.0,0.0,5.0,6.0,1.0,1.0,12.0
200814,NC,LG,B,36.0,4.0,4.0,8.0,3.0,0.0,0.0,1.0,4.0,13.0,0.0,0.0,9.0
